actor_id,actor_name,unique_info_count,total_words,keyword_info_count,keyword_words
toris saren,Toris Saren,7,113,0,0
atronach_frost_ttmk,Frost  Atronach,7,113,1,15
falanaamo,Falanaamo,3,112,0,0
galuro belan,Galuro Belan,4,112,0,0
adaves therayn,Adaves Therayn,5,111,0,0
balver sarethan,Balver Sarethan,2,111,0,0
therdon2,Therdon,2,111,0,0
fjorgeir,Fjorgeir,7,110,0,0
ash_slave,Ash Slave,6,110,0,0
hyna dorn'ke,Hyna Dorn'ke,3,110,0,0
golena sadri,Golena Sadri,6,110,0,0
dagoth fervas,Dagoth Fervas,5,109,0,0
dagoth ralas,Dagoth Ralas,5,109,0,0
dagoth baler,Dagoth Baler,5,109,0,0
dagoth delnus,Dagoth Delnus,5,109,0,0
dagoth girer,Dagoth Girer,5,109,0,0
dalse adren,Dalse Adren,2,109,0,0
nalvilie saren,Nalvilie Saren,3,108,0,0
delmene helas,Delmene Helas,2,108,0,0
nevil malvayn,Nevil Malvayn,2,108,0,0
adrusu rothrano,Adrusu Rothrano,2,108,0,0
ra'virr,Ra'Virr,3,108,2,94
nireli farys,Nireli Farys,4,108,0,0
tonas telvani,Tonas Telvani,4,108,0,0
sattir the bold,Sattir the Bold,6,108,0,0
shadbak gra-burbug,Shadbak gra-Burbug,7,107,0,0
hentus yansurnummu,Hentus Yansurnummu,8,107,0,0
diradeni farano,Diradeni Farano,6,107,0,0
ignatius_flaccus2,Ignatius Flaccus,6,106,0,0
tidros indaram,Tidros Indaram,7,104,0,0
vedelea othril,Vedelea Othril,8,104,0,0
devas irano,Devas Irano,2,104,0,0
oritius maro,Oritius Maro,5,104,0,0
vobend dulfass,Vobend Dulfass,3,103,0,0
flacassia fauseius,Flacassia Fauseius,3,102,0,0
sondryn irathi,Sondryn Irathi,1,102,0,0
varona nelas,Varona Nelas,5,101,0,0
furius acilius,Furius Acilius,2,101,0,0
forven berano,Forven Berano,5,101,0,0
bedal alen,Bedal Alen,5,101,0,0
gals arethi,Gals Arethi,4,100,0,0
hrordis,Hrordis,5,99,0,0
tadera andules,Tadera Andules,3,99,0,0
brandr,Brandr,4,99,0,0
grerid axe-wife,Grerid Axe-Wife,6,99,0,0
ano vando,Ano Vando,2,97,0,0
donus serethi,Donus Serethi,5,97,0,0
anrel,Anrel,4,97,0,0
alfe fyr,Alfe Fyr,5,96,0,0
dahleena,Dahleena,4,95,0,0
new_shoes bragor,New-Shoes Bragor,7,95,0,0
tiram gadar,Tiram Gadar,7,95,0,0
rindral dralor,Rindral Dralor,4,95,0,0
gee-pop varis,Gee-Pop Varis,4,95,0,0
milvela dralen,Milvela Dralen,6,94,0,0
j'zhirr,J'Zhirr,3,93,0,0
on_wan,On-Wan,6,93,0,0
sondaale of shimmerene,Sondaale of Shimmerene,8,93,0,0
drusus gratus,Drusus Gratus,6,93,0,0
mirisa_shrine,Mirisa,3,93,0,0
andil,Andil,6,92,0,0
llarar bereloth,Llarar Bereloth,5,92,0,0
j_saddha,J'Saddha,9,91,0,0
tenisi lladri,Tenisi Lladri,6,90,0,0
relms gilvilo,Relms Gilvilo,2,90,0,0
aldyne arenim,Aldyne Arenim,4,90,0,0
shenk,Shenk,2,90,0,0
lustidrike,Lustidrike,7,90,0,0
heidmir,Heidmir,4,89,0,0
emul-ran,Emul-Ran,2,88,0,0
hetman abelmawia,Hetman Abelmawia,5,88,0,0
masalinie merian,Masalinie Merian,3,88,0,0
keel_raniur,Keel-Raniur,1,88,0,0
iniel,Iniel,4,88,0,0
s'virr,S'virr,6,88,0,0
dagoth reler,Dagoth Reler,5,87,0,0
busheeus,Busheeus,1,87,0,0
fasele viralaine,Fasele Viralaine,1,87,0,0
baurin,Baurin,1,87,0,0
idonea munia,Idonea Munia,1,87,0,0
chalone,Chalone,1,87,0,0
audmund,Audmund,6,87,0,0
ethes evos,Ethes Evos,5,86,0,0
manse andus,Manse Andus,2,86,0,0
travellingnewwoman,Travelling-New-Woman,1,86,0,0
faves andas,Faves Andas,3,86,0,0
arvama rathri,Arvama Rathri,7,85,0,0
ormvard,Ormvard,6,85,0,0
dagoth uvil,Dagoth Uvil,5,84,2,61
thirsk_build,Thirsk Worker,1,84,0,0
thirsk_build_2,Thirsk Worker,1,84,0,0
thirsk_build_3,Thirsk Worker,1,84,0,0
pania cadiusus,Pania Cadiusus,5,83,0,0
tussurradad,Tussurradad,5,83,0,0
manos othreleth,Manos Othreleth,3,83,0,0
gaenor_b,Gaenor,1,83,0,0
granny varis,Granny Varis,4,82,0,0
alof the easterner,Alof the Easterner,2,81,1,53
rolasa oren,Rolasa Oren,7,81,0,0
dinok,Dinok,5,81,0,0
galtis guvron,Galtis Guvron,6,80,0,0
nalvyna sarinith,Nalvyna Sarinith,3,80,0,0
agning,Agning,2,80,0,0
bm_bergljot,Bergljot,6,80,0,0
berel sala,Berel Sala,3,79,0,0
ascended_sleeper,Ascended Sleeper,5,79,0,0
manat varnan-adda,Manat Varnan-Adda,5,79,0,0
ilden mirel,Ilden Mirel,3,79,0,0
llevana salaren,Llevana Salaren,2,78,0,0
salattanat,Salattanat,8,77,0,0
ainab,Ainab,8,77,0,0
hirarend,Hirarend,8,77,0,0
kushishi,Kushishi,8,77,0,0
ranabi,Ranabi,8,77,0,0
ashu-ahhe,Ashu-Ahhe,8,77,0,0
ahaz,Ahaz,8,77,0,0
hecerinde,Hecerinde,4,77,0,0
shazgob gra-luzgan,Shazgob gra-Luzgan,2,77,0,0
hloggar the bloody,Hloggar the Bloody,4,77,0,0
gureryne selvilo,Gureryne Selvilo,8,77,0,0
dinara othrelas,Dinara Othrelas,5,76,0,0
saruse hloran,Saruse Hloran,1,76,0,0
daroso sethri,Daroso Sethri,1,76,0,0
aroa nethalen,Aroa Nethalen,1,76,0,0
vilyn rervam,Vilyn Rervam,1,76,0,0
dagoth_ur_2,Dagoth Ur,14,76,0,0
valgeir,Valgeir,6,76,0,0
mehra drora,Mehra Drora,3,75,0,0
dremora_ttmg,Anhaedra,6,75,0,0
nelacar,Nelacar,5,75,0,0
alvis teri,Alvis Teri,6,74,0,0
assantushansar,Assantus Hansar,10,74,0,0
ovis velas,Ovis Velas,3,74,0,0
alfbrand,Alfbrand,6,74,0,0
ordinator wander,Ordinator,5,73,0,0
duldrar saren,Duldrar Saren,7,73,0,0
atronach_flame_ttmk,Flame Atronach,6,73,1,34
aryni orethi,Aryni Orethi,5,73,0,0
bryngrim,Bryngrim,6,73,0,0
erranil,Erranil,4,72,0,0
lich_barilzar,Barilzar,1,72,0,0
abassel asserbassalit,Abassel Asserbassalit,7,71,0,0
daglin selarar,Daglin Selarar,3,71,0,0
dorisa darvel,Dorisa Darvel,3,70,0,0
phane rielle,Phane Rielle,3,70,0,0
rissinia,Rissinia,3,70,0,0
hloris farano,Hloris Farano,3,70,0,0
sorosi radobar,Sorosi Radobar,2,70,0,0
ery,Ery,2,70,0,0
fedris tharen,Fedris Tharen,8,69,0,0
craeita jullalian,Craetia Jullalian,2,69,0,0
gashnakh gra-mughol,Gashnakh gra-Mughol,4,69,0,0
kashtes ilabael,Kashtes Ilabael,2,68,0,0
erna the quiet,Erna the Quiet,4,68,0,0
andrelheim,Andrelheim,3,68,0,0
nalcarya of white haven,Nalcarya of White Haven,3,67,0,0
llaals ores,Llaals Ores,3,67,0,0
wayn,Wayn,2,66,0,0
jocien ancois,Jocien Ancois,3,66,0,0
olfeigr the fair,Olfeigr the Fair,3,66,0,0
simine fralinie,Simine Fralinie,4,65,0,0
sarnir the clerk,Sarnir the Clerk,2,65,0,0
trerayna dalen,Trerayna Dalen,3,65,0,0
afer flaccus,Afer Flaccus,3,65,0,0
mebestian ence,Mebestian Ence,4,64,0,0
dagoth araynys,Dagoth Araynys,3,64,0,0
bugdul gro-kharbush,Bugdul gro-Kharbush,5,64,0,0
brethas deras,Brethas Deras,5,64,0,0
llorayna sethan,Llorayna Sethan,1,64,0,0
velfred,Velfred the Outlaw,6,63,0,0
rufinus alleius,Rufinus Alleius,3,63,0,0
falena hlaren,Falena Hlaren,3,63,0,0
tappius esdrecus,Tappius Esdrecus,1,63,0,0
manara othan,Manara Othan,1,63,0,0
aundae vampire 1,Vampire,12,63,0,0
aundae vampire 2,Vampire,12,63,0,0
aundae vampire 3,Vampire,12,63,0,0
aundae vampire 4,Vampire,12,63,0,0
aundae vampire 5,Vampire,12,63,0,0
berne vampire 1,Vampire,12,63,0,0
berne vampire 2,Vampire,12,63,0,0
berne vampire 3,Vampire,12,63,0,0
berne vampire 4,Vampire,12,63,0,0
berne vampire 5,Vampire,12,63,0,0
quarra vampire 1,Vampire,12,63,0,0
quarra vampire 2,Vampire,12,63,0,0
quarra vampire 3,Vampire,12,63,0,0
quarra vampire 4,Vampire,12,63,0,0
quarra vampire 5,Vampire,12,63,0,0
irgola,Irgola,4,62,0,0
agrippina herennia,Agrippina Herennia,2,62,0,0
fryfnhild,Fryfnhild,1,62,0,0
burcanius varo,Burcanius Varo,1,62,0,0
garding,Garding the Bold,7,59,0,0
sadal doren,Sadal Doren,3,59,0,0
sovali uvayn,Sovali Uvayn,4,58,0,0
durbul gro-rush,Durbul gro-Rush,4,58,0,0
ash_zombie,Ash Zombie,6,58,0,0
laurina maria,Laurina Maria,10,58,0,0
sorkvild the raven,Sorkvild the Raven,4,57,0,0
heifnir,Heifnir,2,57,0,0
hjoldir,Hjoldir,2,57,0,0
lugrub gro-ogdum,Lugrub gro-Ogdum,4,57,0,0
dreamer_05,Dreamer,1,57,0,0
verick gemain,Verick Gemain,1,56,0,0
hjotra the peacock,Hjotra the Peacock,1,55,0,0
galero andaram,Galero Andaram,2,55,0,0
okan_shei,Okan-Shei,2,55,0,0
gratian caerellius,Gratian Caerellius,3,55,0,0
pierlette rostorard,Pierlette Rostorard,3,54,0,0
ra'zhid,Ra'Zhid,4,53,0,0
emusette bracques,Emusette Bracques,2,52,0,0
barnand erelie,Barnand Erelie,2,52,0,0
eiruki hearth-healer,Eiruki Hearth-Healer,4,52,0,0
nalasa sarothren,Nalasa Sarothren,1,52,0,0
glenmoril_witch_altar,Ettiene of Glenmoril Wyrd,2,52,0,0
sathyn andrano,Sathyn Andrano,2,52,0,0
temis romavel,Temis Romavel,2,50,0,0
bashag gro-snagdu,Bashag gro-Snagdu,1,50,0,0
ashumanu eraishah,Ashumanu Eraishah,1,50,0,0
dangor,Dangor,6,50,0,0
beldrose dralor,Beldrose Dralor,3,50,0,0
ahnia,Ahnia,5,50,0,0
garnas uvalen,Garnas Uvalen,4,50,0,0
ralen tilvur,Ralen Tilvur,4,49,0,0
scamp_creeper,Creeper,5,49,0,0
sterdecan,Sterdecan,1,49,0,0
daren adryn,Daren Adryn,4,49,0,0
sendus sathis,Sendus Sathis,5,48,0,0
thongar,Thongar,1,48,0,0
tedril vandram,Tedril Vandram,1,48,0,0
dilvene venim,Dilvene Venim,1,48,0,0
merthierry laelippe,Merthierry Laelippe,4,47,0,0
tuundir,Tuundir,4,47,0,0
allding,Allding,2,47,0,0
optio bologra,Optio Bologra,3,47,0,0
hainab lasamsi,Hainab Lasamsi,3,47,0,0
glathel,Glathel,3,45,0,0
guar_rollie_unique,Rollie the Guar,5,45,0,0
brerama selas,Brerama Selas,4,44,0,0
irwaen,Irwaen,3,44,0,0
velyna seran,Velyna Seran,2,44,0,0
tremona maren,Tremona Maren,1,43,0,0
anes hlaren,Anes Hlaren,3,43,0,0
frizkav brutya,Frizkav Brutya,3,43,0,0
arius rulician,Arius Rulician,2,43,0,0
fothyna herothran,Fothyna Herothran,2,42,0,0
sathasa nerothren,Sathasa Nerothren,2,42,0,0
alynu aralen,Alynu Aralen,2,42,0,0
alveleg,Alveleg,2,42,0,0
tralayn vavas,Tralayn Vavas,1,42,0,0
cun,Cun,3,42,0,0
verara rendo,Verara Rendo,1,41,0,0
redoran guard female,Redoran Guard,4,41,0,0
suryn athones,Suryn Athones,1,41,0,0
dandras vules,Dandras Vules,3,41,0,0
sabrina vitellia,Sabrina Vitellia,2,41,0,0
llirala sendas,Llirala Sendas,3,40,0,0
wadarkhu,Wadarkhu,3,40,0,0
elegnan,Elegnan,2,40,0,0
garyn girith,Garyn Girith,3,40,0,0
birer indaram,Birer Indaram,3,39,0,0
natalinus flavonius,Natalinus Flavonius,2,39,0,0
llathyno hlaalu,Llathyno Hlaalu,1,39,0,0
ralyn othravel,Ralyn Othravel,1,39,0,0
garnas uvalen_guard,Garnas Uvalen,2,39,0,0
thanelen velas,Thanelen Velas,4,38,0,0
galthragoth,Galthragoth,3,38,0,0
tauryon,Tauryon,3,38,0,0
estoril,Estoril,3,38,0,0
dular gro-buzga,Dular gro-Buzga,3,38,0,0
hoki,Hoki,3,38,0,0
culumaire,Culumaire,2,38,0,0
lich_relvel,Gedna Relvel,2,38,0,0
gratian caerellius_guar,Gratian Caerellius,2,38,0,0
baradras,Baradras,3,37,0,0
malpenix blonia,Malpenix Blonia,3,37,0,0
cienne sintieve,Cienne Sintieve,3,37,0,0
elms llervu,Elms Llervu,1,36,0,0
maranique jolvanne,Maranique Jolvanne,2,36,0,0
frik,Frik,1,36,0,0
malven romori,Malven Romori,1,36,0,0
feranos hlando,Feranos Hlando,2,36,0,0
duke's guard_tomb,Duke's Guard,1,35,0,0
duke's guard_tomb2,Duke's Guard,1,35,0,0
dreamer_f_01,Dreamer,2,35,0,0
velms sadryon,Velms Sadryon,1,35,0,0
alds baro,Alds Baro,2,34,0,0
emelia duronia,Emelia Duronia,1,34,0,0
galos farethi,Galos Farethi,2,34,0,0
abishpulu shand,Abishpulu Shand,1,34,0,0
nar gro-shagramph,Nar gro-Shagramph,3,33,0,0
llevena sendas,Llevena Sendas,2,33,0,0
imare,Imare,2,33,0,0
dreamer,Dreamer,2,32,0,0
dagoth tureynul,Dagoth Tureynul,2,32,0,0
garyne uvenim,Garyne Uvenim,1,32,0,0
traven marvos,Traven Marvos,2,31,0,0
sirollus saccus,Sirollus Saccus,1,31,1,31
ordinator stationary,Ordinator,3,30,0,0
nachael,Nachael,1,30,0,0
ervona barys,Ervona Barys,1,30,0,0
talsi uvayn,Talsi Uvayn,1,30,0,0
aren maren,Aren Maren,1,30,0,0
draramu hloran,Draramu Hloran,1,30,0,0
drals indobar,Hand Drals Indobar,2,30,0,0
sadas mavandes,Hand Sadas Mavandes,2,30,0,0
arnas therethi,Hand Arnas Therethi,2,30,0,0
savor hlan,Hand Savor Hlan,2,30,0,0
vonos veri,Hand Vonos Veri,2,30,0,0
stlennius vibato,Stlennius Vibato,2,29,0,0
celegorn,Celegorn,1,29,0,0
chirranirr,Chirranirr,1,28,0,0
endring,Endring,2,28,0,0
selkirnemus,Selkirnemus,1,28,0,0
fendryn drelvi,Fendryn Delvi,1,28,0,0
rayna drolan,Rayna Drolan,3,28,0,0
talmsa falas,Talmsa Falas,2,28,0,0
nevama sarobar,Nevama Sarobar,5,28,0,0
nalis gals,Nalis Gals,1,27,0,0
foronir,Foronir,2,27,0,0
thadar ertis,Thadar Ertis,1,27,0,0
tolvise othralen,Tolvise Othralen,1,26,0,0
fandus puruseius,Fandus Puruseius,1,26,0,0
gols nilvon,Gols Nilvon,1,26,0,0
drarel andus,Drarel Andus,2,26,0,0
ra'zahr,Ra'Zahr,4,26,0,0
nevosi hlan,Nevosi Hlan,1,26,0,0
joncis dalomax,Joncis Dalomax,2,26,0,0
kardryn,Kardryn,2,26,0,0
ronerelie philulanie,Ronerelie Philulanie,1,25,0,0
arns saren,Arns Saren,3,24,0,0
fasile charascel,Fasile Charascel,1,24,0,0
dreamer_02,Dreamer,2,24,0,0
gah_julan,Gah Julan,2,24,0,0
feldrelo sadri,Feldrelo Sadri,1,24,0,0
golena sadri_a,Golena Sadri,1,24,0,0
veresa alver,Veresa Alver,2,24,0,0
drolora salen,Drolora Salen,1,23,0,0
serer andrano,Serer Andrano,1,23,0,0
chanil_lee,Chanil-Lee,1,23,0,0
erirvase drinith,Erirvase Drinith,1,23,0,0
daynas darys,Daynas Darys,1,23,0,0
glonagoth,Glonagoth,1,23,0,0
orrent geontene,Orrent Geontene,2,22,0,0
estinan,Estinan,2,22,0,0
redoran guard male,Redoran Guard,2,22,0,0
haening,Haening,1,22,0,0
eigma,Eigma,2,22,0,0
afer flaccus_guard,Afer Flaccus,2,22,0,0
marayn dren,Marayn Dren,1,21,0,0
vinnus laecinnius,Vinnus Laecinnius,1,21,0,0
joshur,Joshur,2,21,0,0
melur savil,Melur Savil,2,21,0,0
raig,Raig,1,20,0,0
mevil molor,Mevil Molor,1,20,0,0
talis drurel,Talis Drurel,1,20,0,0
drelayn dredayn,Drelayn Dredayn,1,20,0,0
olfin gro-logrob,Olfin gro-Logrob,1,20,0,0
morusu varen,Morusu Varen,1,20,0,0
dralosa athren,Dralosa Athren,1,20,0,0
heddvild,Heddvild,1,20,0,0
eldrar fathyron,Eldrar Fathyron,1,19,0,0
orvona vadryon,Orvona Vadryon,1,19,0,0
ano andaram,Ano Andaram,1,19,0,0
imperial templar_ebon,Jonus Maximus,2,19,0,0
suldreni salandas,Suldreni Salandas,2,19,0,0
bedraflod,Bedraflod,3,18,0,0
kunthar,Kunthar,1,18,0,0
bugdurash gra-gashel,Bugdurash gra-Gashel,1,18,0,0
chuna,Chuna,1,18,0,0
telura ulver,Telura Ulver,1,18,0,0
elegal,Elegal,1,18,0,0
arangaer,Arangaer,1,18,0,0
anruin,Anruin,1,18,0,0
bels uvenim,Bels Uvenim,3,18,0,0
veros nerethi,Veros Nerethi,2,18,0,0
unjara,Unjara,1,17,0,0
tsalani,Tsalani,1,17,0,0
ri'zaadha,Ri'Zaadha,1,17,0,0
dagoth gilvoth,Dagoth Gilvoth,2,17,0,0
heniele milielle,Heniele Milielle,1,17,0,0
alam merys,Alam Merys,2,17,0,0
twice_bitten,Twice-Bitten,1,16,0,0
grey_throat,Grey-Throat,1,16,0,0
morning_clouds,Morning-Star-Steals-Away-Clouds,1,16,0,0
sakin sanammasour,Sakin Sanammasour,1,16,0,0
raflod the braggart,Raflod the Braggart,1,16,0,0
maren uvaren,Maren Uvaren,1,16,0,0
bato veranius,Bato Veranius,1,16,0,0
ethal seloth,Ethal Seloth,2,16,0,0
assimusa samsi,Assimusa Samsi,1,16,0,0
kar alber,Kar Alber,2,16,0,0
senise thindo,Senise Thindo,1,15,0,0
baissa,Baissa,1,15,0,0
eloroth,Eloroth,1,15,0,0
anis seloth,Anis Seloth,1,15,0,0
talmeni drethan,Talmeni Drethan,1,15,0,0
tirer belvayn,Tirer Belvayn,2,15,0,0
drofarahn,Dro'farahn,1,15,0,0
jodhur,Jodhur,3,15,0,0
soscean,Soscean,1,15,0,0
eris telas,Eris Telas,1,14,0,0
dralcea arethi,Dralsea Arethi,1,14,0,0
fruscia abitius,Fruscia Abitius,1,14,0,0
balyn omavel,Balyn Omavel,1,14,0,0
gnaw tooth,Gnaw Tooth,2,14,0,0
dagoth elam,Dagoth Elam,2,14,0,0
dravil indrano,Dravil Indrano,2,14,0,0
sendel tedas,Sendel Tedas,2,14,0,0
skaal_guard2,Skaal Honor Guard,1,14,0,0
lucan ostorius2,Lucan Ostorius,1,13,0,0
merta,Merta,12,13,0,0
galasa uvayn,Galasa Uvayn,2,13,0,0
ordinator_mh_sadri,High Ordinator,1,13,0,0
feruren oran,Feruren Oran,1,12,0,0
carecalmo,Carecalmo,1,12,0,0
fore paw,Fore Paw,2,12,0,0
tirnur thirano,Tirnur Thirano,1,11,0,0
surus velvus,Surus Velvus,1,11,0,0
red livia,Red Livia,1,11,0,0
brerayne raloran,Brerayne Raloran,1,11,0,0
catia sosia,Catia Sosia,1,11,0,0
snedbrir the smith,Snedbrir the Smith,1,11,0,0
shargam gro-shagdulg,Shargam gro-Shagdulg,1,10,0,0
rawia ashirbibi,Rawia Ashirbibi,1,10,0,0
kund assarnibani,Kund Assarnibani,1,10,0,0
allimir,Allimir,1,10,0,0
manis virmaulese,Manis Virmaulese,1,10,0,0
guril retheran,Guril Retheran,1,10,0,0
imperial guard,Guard,2,10,0,0
madrale thirith,Madrale Thirith,1,10,0,0
marasa aren,Marasa Aren,1,10,0,0
vadusa sathryon,Vadusa Sathryon,1,10,0,0
bovkinna,Bovkinna,2,10,0,0
sloomalah,Sloomalah,2,10,0,0
domba,Domba,2,10,0,0
elanande,Elanande,1,10,0,0
llerusa hlaalu,Llerusa Hlaalu,1,9,0,0
thelsa dral,Thelsa Dral,1,9,0,0
brilnosu llarys,Brilnosu Llarys,1,9,0,0
idroso vendu,Idroso Vendu,2,9,0,0
sarayn sadus,Sarayn Sadus,1,9,0,0
eldil bradyn,Eldil Bradyn,1,9,0,0
norring,Norring,1,9,0,0
agronian guy,Tarhiel,1,8,0,0
omesu hlarys,Omesu Hlarys,1,8,0,0
oisig,Oisig,2,8,0,0
roner arano,Roner Arano,1,8,0,0
bm_imperial guard_carn1,Guard,2,8,0,0
bm_imperial guard_carn2,Guard,2,8,0,0
bm_imperial guard_carn3,Guard,2,8,0,0
dura gra-bol,Dura gra-Bol,1,7,0,0
shatalg,Shatalg,1,7,0,0
nurisea selarys,Nurisea Selarys,1,7,0,0
broris fals,Broris Fals,1,7,0,0
salora salobar,Salora Salobar,1,7,0,0
dals sadri,Dals Sadri,1,7,0,0
eindel,Eindel,1,6,0,0
ergnir,Ergnir,1,6,0,0
tralan,Tralan,1,6,0,0
dro'tasarr,Dro'Tasarr,1,6,0,0
tee_lan,Tee-Lan,1,6,0,0
heem_la,Heem-La,1,6,0,0
skeetul,Skeetul,1,6,0,0
thengil,Thengil,1,6,0,0
pellecia aurrus,Pellecia Aurrus,1,6,0,0
ilmiril,Ilmiril,1,6,0,0
erer darothril,Erer Darothril,1,6,0,0
mimanu zeba-adad,Mimanu Zeba-Adad,1,6,0,0
mamaea ashun-idantus,Mamaea Ashun-Idantus,1,6,0,0
boss crito,Boss Crito,1,6,0,0
thetrard phirrienele,Thetrard Phirrienele,1,6,0,0
alodie jes,Alodie Jes,1,6,0,0
imperial guard captain,Guard Captain,1,6,0,0
calvario,Calvario,11,6,0,0
je tee,Je Tee,2,6,0,0
clendil,Clendil,2,6,0,0
narissa adus,Narissa Adus,1,6,0,0
khinjarsi,Khinjarsi,1,5,0,0
ranes ienith,Ranes Ienith,1,5,0,0
navil ienith,Navil Ienith,1,5,0,0
hlaalu guard,Hlaalu Guard,1,5,0,0
telvanni guard,Telvanni Guard,1,5,0,0
telvanni sharpshooter,Telvanni Sharpshooter,1,5,0,0
redoran guard shooter,Sharpshooter Redoran Guard,1,5,0,0
hlaalu sharpshooter,Hlaalu Sharpshooter Guard,1,5,0,0
lanabi,Lanabi,1,5,0,0
nathien,Nathien,1,5,0,0
vares reram,Vares Reram,1,5,0,0
ordinator_mournhold,High Ordinator,1,5,0,0
sanaso sarothran,Sanaso Sarothran,1,5,0,0
mavon drenim,Mavon Drenim,1,4,0,0
tavynu tedran,Tavynu Tedran,1,4,0,0
rulfim gra-ogdub,Rulfim gra-Ogdub,1,4,0,0
morbash gro-shagdub,Morbash gro-Shagdub,1,4,0,0
dro'sakhar,Dro'Sakhar,1,4,0,0
sadela areth,Sadela Areth,1,4,0,0
fieryra,Fieryra,2,4,0,0
berengeval,Berengeval,1,3,0,0
muvis moran,Muvis Moran,1,3,0,0
iroroon,Iroroon,3,3,0,0
rat_pack_rerlas,Pack Rat,3,3,0,0
rat_rerlas,Rat,3,3,0,0
odaishah yasalmibaal,Odaishah Yasalmibaal,1,2,0,0
tragrim,Tragrim,2,2,0,0
jeanciele macile,Jeanciele Macile,2,2,0,0
gladroon,Gladroon,2,2,0,0
ticemius conciatius,Ticemius Conciatius,2,2,0,0
iminda,Iminda,2,2,0,0
odmi,Odmi,2,2,0,0
mirkrand,Mirkrand,2,2,0,0
lorurmend,Lorurmend,2,2,0,0
tarerane,Tarerane,2,2,0,0
moranarg,Moranarg,2,2,0,0
igna,Igna,2,2,0,0
areas,Areas,2,2,0,0
siri,Siri,2,2,0,0
knurguri,Knurguri,2,2,0,0
pelf,Pelf,2,2,0,0
kjeld,Kjeld,2,2,0,0
ildogesto,Ildogesto,2,2,0,0
eloe,Eloe,2,2,0,0
germia,Germia,2,2,0,0
leone,Leone,2,2,0,0
gergio,Gergio,2,2,0,0
reberio,Reberio,2,2,0,0
fammana,Fammana,2,2,0,0
clasomo,Clasomo,2,2,0,0
arenara,Arenara,1,1,0,0
toranu rothalnim,Toranu Rothalnim,1,1,0,0
