cell_id,is_interior,contains_target_keyword,referenced_by_script_count
"Molag Mar, Vasesius Viciulus: Trader",True,False,0
"Molag Mar, Waistworks",True,False,0
Moonmoth Legion Fort,False,False,0
"Moonmoth Legion Fort, Interior",True,False,0
"Moonmoth Legion Fort, Prison Towers",True,False,0
Morvayn Manor,True,False,0
Mount Assarnibibi,False,False,0
Mount Kand,False,False,0
"Mount Kand, Cavern",True,False,0
Mournhold,True,False,22
Mournhold Temple,True,False,0
Mournhold Temple: Basement,True,False,0
Mournhold Temple: Hall of Ministry,True,False,0
Mournhold Temple: High Chapel,True,False,1
Mournhold Temple: Infirmary,True,False,0
Mournhold Temple: Office of the Lord Archcanon,True,False,0
Mournhold Temple: Reception Area,True,False,0
"Mournhold, Andoren Manor",True,False,0
"Mournhold, Armory",True,False,0
"Mournhold, Bookseller",True,False,0
"Mournhold, Clothier",True,False,0
"Mournhold, Craftsmen's Hall",True,False,0
"Mournhold, Geon Auline's House",True,False,1
"Mournhold, Godsreach",True,False,5
"Mournhold, Great Bazaar",True,False,2
"Mournhold, Ignatius Flaccus' House",True,False,0
"Mournhold, Llethan Manor",True,False,0
"Mournhold, Magic Shop",True,False,0
"Mournhold, Museum of Artifacts",True,False,0
"Mournhold, Pawnbroker",True,False,0
"Mournhold, Plaza Brindisi Dorom",True,False,1
"Mournhold, Royal Palace",True,False,0
"Mournhold, Royal Palace Throne Room",True,False,2
"Mournhold, Royal Palace: Barenziah's Chambers",True,False,0
"Mournhold, Royal Palace: Basement",True,False,0
"Mournhold, Royal Palace: Courtyard",True,False,0
"Mournhold, Royal Palace: Guards' Quarters",True,False,0
"Mournhold, Royal Palace: Helseth's Chambers",True,False,0
"Mournhold, Royal Palace: Imperial Cult Services",True,False,0
"Mournhold, Royal Palace: Jail",True,False,1
"Mournhold, Royal Palace: Legion Depot",True,False,0
"Mournhold, Royal Palace: Reception Area",True,False,1
"Mournhold, Sadri Manor",True,False,1
"Mournhold, Secret Office",True,False,0
"Mournhold, Temple Courtyard",True,False,2
"Mournhold, The Winged Guar",True,False,1
"Mournhold, Thendas Manor",True,False,0
"Mournhold, Trader",True,False,1
"Mournhold, Vacant Manor",True,False,1
"Mournhold, Velas Manor",True,False,0
Mudan Grotto,True,False,0
"Mudan, Central Vault",True,False,0
"Mudan, Lost Dwemer Checkpoint",True,False,0
"Mudan, Right Tower",True,False,0
Mudan-Mul Egg Mine,True,False,2
Mul Grotto,True,False,0
Mzahnch,True,False,0
Mzahnch Lower Level,True,False,0
Mzahnch Ruin,False,False,0
Mzanchend,True,False,0
Mzuleft,True,False,0
Mzuleft Ruin,False,False,0
Nallit,True,False,0
Nammu,True,False,0
Nchardahrk,True,False,0
Nchardumz,True,False,0
Nchardumz Lower Level,True,False,0
Nchuleft,True,False,0
Nchuleft Ruin,False,False,0
Nchuleftingth,False,False,0
"Nchuleftingth, Lower Levels",True,False,0
"Nchuleftingth, Test of Pattern",True,False,0
"Nchuleftingth, Upper Levels",True,False,0
Nchurdamz,False,False,1
"Nchurdamz, Interior",True,False,0
"Neglected Shipwreck, Cabin",True,False,0
"Neglected Shipwreck, Lower Level",True,False,0
"Neglected Shipwreck, Upper Level",True,False,0
Nelas Ancestral Tomb,True,False,0
Nerano Ancestral Tomb,True,False,0
Nilera's Farmhouse,True,False,0
Nimawia Grotto,True,False,0
Nissintu,True,False,0
Norenen-dur,True,False,0
"Norenen-dur, Basilica of Divine Whispers",True,False,0
"Norenen-dur, Citadel of Myn Dhrur",True,False,0
"Norenen-dur, The Grand Stair",True,False,0
"Norenen-dur, The Teeth that Gnash",True,False,0
"Norenen-dur, The Wailingdelve",True,False,0
Norvayn Ancestral Tomb,True,False,0
Nund,True,False,0
"Obscure Shipwreck, Cabin",True,False,0
"Obscure Shipwreck, Lower Level",True,False,0
"Obscure Shipwreck, Upper Level",True,False,0
Odai Plateau,False,False,4
Odaishah,True,False,0
Odibaal,True,False,0
Odirnamat,True,False,0
Odirniran,True,False,0
"Odirniran, Tower",True,False,0
Odrosal,False,False,0
"Odrosal, Dwemer Training Academy",True,False,0
"Odrosal, Tower",True,False,0
Old Mournhold: Abandoned Crypt,True,False,1
Old Mournhold: Abandoned Passageway,True,False,0
Old Mournhold: Armory Ruins,True,False,0
Old Mournhold: Battlefield,True,False,0
Old Mournhold: Bazaar Sewers,True,False,0
Old Mournhold: City Gate,True,False,0
Old Mournhold: Forgotten Sewer,True,False,0
Old Mournhold: Gedna Relvel's Tomb,True,False,0
Old Mournhold: Manor District,True,False,0
"Old Mournhold: Moril Manor, Courtyard",True,False,0
"Old Mournhold: Moril Manor, East Building",True,False,0
"Old Mournhold: Moril Manor, North Building",True,False,0
Old Mournhold: Palace Sewers,True,False,0
Old Mournhold: Residential Ruins,True,False,0
Old Mournhold: Residential Sewers,True,False,1
Old Mournhold: Tears of Amun-Shae,True,False,0
Old Mournhold: Temple Catacombs,True,False,0
Old Mournhold: Temple Crypt,True,False,0
Old Mournhold: Temple Gardens,True,False,1
Old Mournhold: Temple Sewers,True,False,0
Old Mournhold: Temple Sewers East,True,False,0
Old Mournhold: Temple Sewers West,True,False,0
Old Mournhold: Temple Shrine,True,False,0
Old Mournhold: Teran Hall,True,False,0
"Old Mournhold: Teran Hall, East Bldg",True,False,0
Old Mournhold: West Sewers,True,False,0
Omalen Ancestral Tomb,True,False,0
Omani Manor,True,False,0
Omaren Ancestral Tomb,True,False,0
"Onnissiralis, Shrine",True,False,0
Orethi Ancestral Tomb,True,False,0
Othrelas Ancestral Tomb,True,False,0
Palansour,True,False,0
Panabanit-Nimawia Egg Mine,True,False,2
Panat,True,False,0
Panud Egg Mine,True,False,0
Pelagiad,False,False,5
"Pelagiad, Adanja's House",True,False,0
"Pelagiad, Ahnassi's House",True,False,1
"Pelagiad, Dralas Gilu's House",True,False,0
"Pelagiad, Erval's House",True,False,0
"Pelagiad, Farusea Salas' House",True,False,0
"Pelagiad, Fort Pelagiad",True,False,0
"Pelagiad, Guard Tower",True,False,0
"Pelagiad, Halfway Tavern",True,False,3
"Pelagiad, Ignatius Flaccus' House",True,False,0
"Pelagiad, Junal-lei's House",True,False,0
"Pelagiad, Madres Navur's House",True,False,0
"Pelagiad, Mebestien Ence: Trader",True,False,0
"Pelagiad, Murberius Harmevus' House",True,False,0
"Pelagiad, North Wall",True,False,0
"Pelagiad, South Wall",True,False,0
"Pelagiad, Uulernil : Armorer",True,False,0
Piernette's Farmhouse,True,False,0
Pinsun,True,False,0
Piran,True,False,0
"Prelude Shipwreck, Cabin",True,False,0
"Prelude Shipwreck, Lower Level",True,False,0
"Prelude Shipwreck, Upper Level",True,False,0
Pudai Egg Mine,True,False,0
"Pudai Egg Mine, Queen's Lair",True,False,0
Pulk,True,False,0
Punabi,True,False,0
Punammu,True,False,0
Punsabanit,True,False,0
"Ramimilk, Shrine",True,False,0
Randas Ancestral Tomb,True,False,0
Ravel Ancestral Tomb,True,False,0
Raven Rock,False,False,5
"Raven Rock, Abandoned Mine Shaft",True,False,0
"Raven Rock, Afer Flaccus' House",True,False,0
"Raven Rock, Bar",True,False,3
"Raven Rock, Factor's Estate",True,False,0
"Raven Rock, Garnas Uvalen's House",True,False,0
"Raven Rock, Gidar Verothan's House",True,False,2
"Raven Rock, Gratian Caerellius' House",True,False,0
"Raven Rock, Mine",True,False,0
"Raven Rock, Mine Entrance",True,False,2
"Raven Rock, North Storehouse",True,False,0
"Raven Rock, Sabinus Oranius' House",True,False,2
"Raven Rock, Sados Relothan's House",True,False,0
"Raven Rock, Seler Favelnim's House",True,False,0
"Raven Rock, Smith",True,False,0
"Raven Rock, South Storehouse",True,False,0
"Raven Rock, SouthEast Storehouse",True,False,0
"Raven Rock, Supply Ship",True,False,0
"Raven Rock, Trader",True,False,0
"Raven Rock, Uryn Maren's House",True,False,0
"Raven Rock, Vacant House",True,False,0
Raviro Ancestral Tomb,True,False,0
Rayna Drolan's Shack,True,False,0
Redas Ancestral Tomb,True,False,0
Redoran interior,True,False,0
Redoran interior2,True,False,0
Releth Ancestral Tomb,True,False,0
Reloth Ancestral Tomb,True,False,0
"Remote Shipwreck, Cabin",True,False,0
"Remote Shipwreck, Lower Level",True,False,0
"Remote Shipwreck, Upper Level",True,False,0
Rethan Manor,True,False,0
"Rethan Manor, Berendas' House",True,False,0
"Rethan Manor, Drelas' House",True,False,0
"Rethan Manor, Gols' House",True,False,0
"Rethan Manor, Tures' House",True,False,0
Rethandus Ancestral Tomb,True,False,0
Rissun,True,False,0
Rothan Ancestral Tomb,True,False,0
Rotheran,False,False,1
"Rotheran, Arena",True,False,0
"Rotheran, Communal Hut",True,False,0
"Rotheran, Propylon Chamber",True,False,1
Sadrith Mora,False,False,0
"Sadrith Mora, Anis Seloth: Alchemist",True,False,0
"Sadrith Mora, Balen Vendu: Monk",True,False,0
"Sadrith Mora, Dirty Muriel's Cornerclub",True,False,0
"Sadrith Mora, Fara's Hole in the Wall",True,False,1
"Sadrith Mora, Gateway Inn",True,False,0
"Sadrith Mora, Gateway Inn: North Wing",True,False,0
"Sadrith Mora, Gateway Inn: South Wing",True,False,0
"Sadrith Mora, Gateway Inn: West Wing",True,False,0
"Sadrith Mora, Hleras Gidren's House",True,False,0
"Sadrith Mora, Llaalam Madalas: Mage",True,False,0
"Sadrith Mora, Madran Ulvel's House",True,False,0
"Sadrith Mora, Meluria Seleth's House",True,False,0
"Sadrith Mora, Milara Vedran's House",True,False,0
"Sadrith Mora, Morag Tong Guild",True,False,0
"Sadrith Mora, Nevrila Areloth's House",True,False,0
"Sadrith Mora, Nirasa Aren's House",True,False,0
"Sadrith Mora, Pierlette Rostorard: Apothecary",True,False,0
"Sadrith Mora, Rolis Garvon's House",True,False,0
"Sadrith Mora, Tel Naga General Quarters",True,False,0
"Sadrith Mora, Tel Naga Great Hall",True,False,0
"Sadrith Mora, Tel Naga Upper Hall",True,False,0
"Sadrith Mora, Tel Naga Upper Tower",True,False,0
"Sadrith Mora, Telvanni Council House",True,False,0
"Sadrith Mora, Telvanni Council House, Chambers",True,False,0
"Sadrith Mora, Telvanni Council House, Entry",True,False,0
"Sadrith Mora, Telvanni Council House, Hermitage",True,False,0
"Sadrith Mora, Thervul Serethi: Healer",True,False,0
"Sadrith Mora, Trendrus Dral's House",True,False,0
"Sadrith Mora, Urtisa Romayn's House",True,False,0
"Sadrith Mora, Urtiso Faryon: Sorcerer",True,False,0
"Sadrith Mora, Vaden Belas' House",True,False,0
"Sadrith Mora, Volmyni Dral's House",True,False,0
"Sadrith Mora, Wolverine Hall",True,False,0
"Sadrith Mora, Wolverine Hall: Fighter's Guild",True,False,0
"Sadrith Mora, Wolverine Hall: Imperial Shrine",True,False,0
"Sadrith Mora, Wolverine Hall: Mage's Guild",True,False,0
Sadryon Ancestral Tomb,True,False,0
"Salit Camp, Zalit's Yurt",True,False,0
"Salit Camp, Zelay's Yurt",True,False,0
Salmantu,True,False,0
"Salmantu, Shrine",True,False,0
Salothan Ancestral Tomb,True,False,0
Salothran Ancestral Tomb,True,False,0
Salvel Ancestral Tomb,True,False,0
Samarys Ancestral Tomb,True,False,0
Sanabi,True,False,0
Sanctus Shrine,False,False,0
Sandas Ancestral Tomb,True,False,0
Sandus Ancestral Tomb,True,False,0
Sanit,True,False,0
"Sanit, Shrine",True,False,0
Sanni,True,False,0
Sarano Ancestral Tomb,True,False,0
Saren Ancestral Tomb,True,False,0
Sarethi Ancestral Tomb,True,False,0
Sargon,True,False,0
Sarimisun-Assa Egg Mine,True,False,2
"Sarimisun-Assa Egg Mine, Queen's Lair",True,False,2
Sarys Ancestral Tomb,True,False,0
Saturan,True,False,0
Savel Ancestral Tomb,True,False,0
Senim Ancestral Tomb,True,False,0
Sennananit,True,False,0
Seran Ancestral Tomb,True,False,0
Serano Ancestral Tomb,True,False,0
Sethan Ancestral Tomb,True,False,0
Setus Egg Mine,True,False,0
Seyda Neen,False,False,0
"Seyda Neen, Arrille's Tradehouse",True,False,0
"Seyda Neen, Census and Excise Office",True,False,2
"Seyda Neen, Census and Excise Warehouse",True,False,0
"Seyda Neen, Draren Thiralas' House",True,False,0
"Seyda Neen, Eldafire's House",True,False,0
"Seyda Neen, Erene Llenim's Shack",True,False,0
"Seyda Neen, Fargoth's House",True,False,0
"Seyda Neen, Fine-Mouth's Shack",True,False,0
"Seyda Neen, Foryn Gilnith's Shack",True,False,0
"Seyda Neen, Indrele Rathryon's Shack",True,False,0
"Seyda Neen, Lighthouse",True,False,0
"Seyda Neen, Terurise Girvayne's House",True,False,0
"Seyda Neen, Vodunius Nuccius' House",True,False,0
Sha-Adnius,True,False,0
Shal,True,False,0
Shallit,True,False,0
Shara,True,False,0
Sharapli,True,False,0
"Shashmanu Camp, Anit's Yurt",True,False,0
Shashpilamat,True,False,0
"Shashpilamat, Shrine",True,False,0
"Shashurari Camp, Zennammu's Yurt",True,False,0
Shishara,True,False,0
Shishi,True,False,0
Shrine of Azura,True,False,0
Shulk Egg Mine,True,False,0
"Shulk Egg Mine, Mining Camp",True,False,0
"Shulk Egg Mine, Queen's Lair",True,False,0
"Shunned Shipwreck, Cabin",True,False,0
"Shunned Shipwreck, Lower Level",True,False,0
"Shunned Shipwreck, Upper Level",True,False,0
Shurdan-Raplay Egg Mine,True,False,2
Shurinbaal,True,False,0
Shushan,True,False,0
Shushishi,True,False,0
Sinamusa Egg Mine,True,False,2
Sinarralit Egg Mine,True,False,0
Sinsibadon,True,False,0
Sjorvar Horse-Mouth's House,True,False,0
Skaal Village,False,False,1
"Skaal Village, Bronrod the Roarer's House",True,False,0
"Skaal Village, Erna the Quiet's House",True,False,0
"Skaal Village, Ice-Mane's Hut",True,False,0
"Skaal Village, Ingmar's House",True,False,1
"Skaal Village, Lassnr's House",True,False,0
"Skaal Village, Rigmor's Hut",True,False,0
"Skaal Village, Shaman's Hut",True,False,0
"Skaal Village, The Blodskaal's House",True,False,0
"Skaal Village, The Greathall",True,False,1
"Skaal village, Snedbrir the Smith",True,False,0
Small Farmhouse,True,False,0
"Sobitbael Camp, Mal's Yurt",True,False,0
Solstheim,True,False,18
"Solstheim, Aesliip's Lair",True,False,0
"Solstheim, Aesliip's Lair, Caverns",True,False,0
"Solstheim, Altar of Thrond",False,False,1
"Solstheim, Benkongerike",True,False,0
"Solstheim, Bjorn",True,False,0
"Solstheim, Bloodskal Barrow",True,False,0
"Solstheim, Brodir Grove",False,False,1
"Solstheim, Castle Karstaag",False,False,0
"Solstheim, Castle Karstaag, Banquet Hall",True,False,0
"Solstheim, Castle Karstaag, Caverns of Karstaag",True,False,0
"Solstheim, Castle Karstaag, Karstaag's Chambers",True,False,0
"Solstheim, Castle Karstaag, Throne Room",True,False,0
"Solstheim, Castle Karstaag, Tower",True,False,0
"Solstheim, Cave of Hidden Music",True,False,0
"Solstheim, Caves of Fjalding",True,False,0
"Solstheim, Chamber of Song",True,False,0
"Solstheim, Connorflenge Barrow",True,False,0
"Solstheim, Domme",True,False,0
"Solstheim, Eddard Barrow",True,False,0
"Solstheim, Fjell",True,False,0
"Solstheim, Frossel",True,False,0
"Solstheim, Frosselmane Barrow",True,False,0
"Solstheim, Frykte",True,False,0
"Solstheim, Gandrung Caverns",True,False,0
"Solstheim, Geilir the Mumbling's Dwelling",True,False,0
"Solstheim, Glenschul's Tomb",True,False,0
"Solstheim, Gloomy Cave",True,False,2
"Solstheim, Graring's House",True,False,0
"Solstheim, Gronn",True,False,0
"Solstheim, Gyldenhul Barrow",True,False,0
"Solstheim, Gyldenhul Barrow Entrance",False,False,0
"Solstheim, Halls of Penumbra",True,False,0
"Solstheim, Himmelhost Barrow",True,False,0
"Solstheim, Hrothmund's Bane",False,False,0
"Solstheim, Hrothmund's Barrow",True,False,0
"Solstheim, Hvitkald Peak",False,False,0
"Solstheim, Jolgeirr Barrow",True,False,0
"Solstheim, Kelsedolk Barrow",True,False,0
"Solstheim, Kjolver's Dwelling",True,False,0
"Solstheim, Kolbjorn Barrow",True,False,0
"Solstheim, Kolfinna's Dwelling",True,False,0
"Solstheim, Lair of the Udyrfrykte",True,False,0
"Solstheim, Lake Fjalding",False,False,0
"Solstheim, Legge",True,False,0
"Solstheim, Lukesturm Barrow",True,False,0
"Solstheim, Mortrag Glacier",False,False,2
"Solstheim, Mortrag Glacier: Entry",True,False,3
"Solstheim, Mortrag Glacier: Huntsman's Hall",True,False,2
"Solstheim, Mortrag Glacier: Inner Ring",True,False,2
"Solstheim, Mortrag Glacier: Outer Ring",True,False,1
"Solstheim, Rimhull",True,False,0
"Solstheim, Sjobal",True,False,0
"Solstheim, Skogsdrake Barrow",True,False,0
"Solstheim, Skygge",True,False,0
"Solstheim, Solvjord",True,False,1
"Solstheim, Stahlman's Gorge",True,False,0
"Solstheim, Stormpfund Barrow",True,False,0
"Solstheim, Thirsk",True,False,3
"Solstheim, Thormoor's Watch",False,False,1
"Solstheim, Tombs of Skaalara",True,False,0
"Solstheim, Ulfgar the Unending's Dwelling",True,False,0
"Solstheim, Uncle Sweetshare's Workshop",True,False,0
"Solstheim, Valbrandr Barrow",True,False,1
"Solstheim, Varstaad Caves",True,False,0
"Sotha Sil,",True,False,1
"Sotha Sil, Central Gearworks",True,False,0
"Sotha Sil, Chamber of Sohleh",True,False,0
"Sotha Sil, Dome of Kasia",True,False,0
"Sotha Sil, Dome of Serlyn",True,False,1
"Sotha Sil, Dome of Sotha Sil",True,False,1
"Sotha Sil, Dome of Udok",True,False,0
"Sotha Sil, Dome of the Imperfect",True,False,0
"Sotha Sil, Hall of Delirium",True,False,0
"Sotha Sil, Hall of Mileitho",True,False,0
"Sotha Sil, Hall of Sallaemu",True,False,0
"Sotha Sil, Hall of Theuda",True,False,0
"Sotha Sil, Inner Flooded Halls",True,False,0
"Sotha Sil, Outer Flooded Halls",True,False,1
Sterdecan's Farmhouse,True,False,1
"Strange Shipwreck, Cabin",True,False,0
"Strange Shipwreck, Lower Level",True,False,0
"Strange Shipwreck, Upper Level",True,False,0
Subdun,True,False,0
"Subdun, Shrine",True,False,0
Sud,True,False,0
Sudanit Mine,True,False,0
Sulipund,True,False,0
Sur Egg Mine,True,False,0
Suran,False,False,0
"Suran, Desele's House of Earthly Delights",True,False,0
"Suran, Garothmuk gro-Muzgub: Smith",True,False,0
"Suran, Goldyn Belaram: Pawnbroker",True,False,0
"Suran, Guard Tower",True,False,0
"Suran, Ibarnadad Assirnarari: Apothecary",True,False,0
"Suran, Oran Manor",True,False,0
"Suran, Ralds Oril: Trader",True,False,0
"Suran, Ranosa Gilvayn: Outfitter",True,False,0
"Suran, Suran Slave Market",True,False,0
"Suran, Suran Temple",True,False,0
"Suran, Suran Tradehouse",True,False,0
"Suran, Verara Rendo: Clothier",True,False,0
Surirulk,True,False,0
Tel Aruhn,False,False,0
"Tel Aruhn, Aryne Telnim: Smith",True,False,0
"Tel Aruhn, Bildren Areleth: Apothecary",True,False,0
"Tel Aruhn, Ferele Athram: Trader",True,False,0
"Tel Aruhn, Maren Uvaren: Enchanter",True,False,0
"Tel Aruhn, Plot and Plaster",True,False,0
"Tel Aruhn, Tower Entry",True,False,0
"Tel Aruhn, Tower Living Quarters",True,False,0
"Tel Aruhn, Underground",True,False,0
"Tel Aruhn, Upper Tower",True,False,0
Tel Branora,False,False,0
"Tel Branora, Ervyna Hlervu's Shack",True,False,0
"Tel Branora, Evos Goran's House",True,False,0
"Tel Branora, Fadase Selvayn: Trader",True,False,0
"Tel Branora, Fedar Davus's House",True,False,0
"Tel Branora, Galen Berer: Armorer",True,False,0
"Tel Branora, Giron Manas's Shack",True,False,0
"Tel Branora, Lower Tower",True,False,0
"Tel Branora, Manos Vavyn's House",True,False,0
"Tel Branora, Seryne Relas's House",True,False,0
"Tel Branora, Sethan's Tradehouse",True,False,0
"Tel Branora, Tower Dungeon",True,False,0
"Tel Branora, Tower Guardpost",True,False,0
"Tel Branora, Upper Tower",True,False,0
"Tel Branora, Upper Tower: Therana's Chamber",True,False,0
Tel Fyr,False,False,1
Tel Mora,False,False,0
"Tel Mora, Berwen: Trader",True,False,0
"Tel Mora, Elegnan: Clothier",True,False,0
"Tel Mora, Jolda: Apothecary",True,False,0
"Tel Mora, Kirsty's House",True,False,0
"Tel Mora, Liette's House",True,False,0
"Tel Mora, Lower Tower",True,False,0
"Tel Mora, Nona's House",True,False,0
"Tel Mora, Radras: Smith",True,False,0
"Tel Mora, The Covenant",True,False,0
"Tel Mora, Tower Services",True,False,0
"Tel Mora, Upper Tower",True,False,0
"Tel Uvirith, Arelas' House",True,False,0
"Tel Uvirith, Menas' House",True,False,0
"Tel Uvirith, Omavel's House",True,False,0
"Tel Uvirith, Seleth's House",True,False,0
"Tel Uvirith, Tower Dungeon",True,False,0
"Tel Uvirith, Tower Lower",True,False,0
"Tel Uvirith, Tower Upper",True,False,0
Tel Vos,False,False,0
"Tel Vos, Aryon's Chambers",True,False,0
"Tel Vos, Barracks and Armory",True,False,0
"Tel Vos, Central Tower",True,False,0
"Tel Vos, Dungeon",True,False,0
"Tel Vos, Jail",True,False,0
"Tel Vos, Northeastern Tower",True,False,0
"Tel Vos, Services Tower",True,False,0
"Tel Vos, Southern Tower",True,False,0
Telasero,False,False,2
"Telasero, Lower Level",True,False,1
"Telasero, Propylon Chamber",True,False,1
"Telasero, Upper Level",True,False,1
Telvayn Ancestral Tomb,True,False,0
Thalas Ancestral Tomb,True,False,0
Tharys Ancestral Tomb,True,False,0
Thelas Ancestral Tomb,True,False,0
Thiralas Ancestral Tomb,True,False,0
Thirsk,False,False,7
Tin-Ahhe,True,False,0
ToddTest,True,False,0
"Tower of Tel Fyr, Hall of Fyr",True,False,3
"Tower of Tel Fyr, Onyx Hall",True,False,0
Tukushapal,True,False,0
"Tukushapal, Sepulcher",True,False,0
Tureynulal,False,False,0
"Tureynulal, Bladder of Clovis",True,False,0
"Tureynulal, Eye of Duggan",True,False,0
"Tureynulal, Eye of Thom Wye",True,False,0
"Tureynulal, Kagrenac's Library",True,False,0
"Tusenend, Shrine",True,False,0
"Ularradallaku, Shrine",True,False,0
Ules Manor,True,False,0
"Ules Manor, Slave Shack",True,False,0
"Ules Manor, Slavemaster's Shack",True,False,0
Ulummusa,True,False,0
"Uncharted Shipwreck, Lower Level",True,False,0
"Unchartered Shipwreck, Cabin",True,False,0
"Unchartered Shipwreck, Upper Level",True,False,0
"Unexplored Shipwreck, Cabin",True,False,0
"Unexplored Shipwreck, Lower Level",True,False,0
"Unexplored Shipwreck, Upper Level",True,False,0
"Unknown Shipwreck, Cabin",True,False,0
"Unknown Shipwreck, Lower Level",True,False,0
"Unknown Shipwreck, Upper Level",True,False,0
"Unmarked Shipwreck, Lower Level",True,False,0
"Unmarked Shipwreck, Upper Level",True,False,0
Urshilaku Camp,False,False,0
"Urshilaku Camp, Ahasour's Yurt",True,False,0
"Urshilaku Camp, Ashkhan's Yurt",True,False,0
"Urshilaku Camp, Kurapli's Yurt",True,False,0
"Urshilaku Camp, Maeli's Yurt",True,False,0
"Urshilaku Camp, Sakiran's Yurt",True,False,0
"Urshilaku Camp, Shara's Yurt",True,False,0
"Urshilaku Camp, Shimsun's Yurt",True,False,0
"Urshilaku Camp, Wise Woman's Yurt",True,False,0
"Urshilaku Camp, Zabamund's Yurt",True,False,0
"Urshilaku Camp, Zanummu's Yurt",True,False,0
"Urshilaku, Astral Burial",True,False,0
"Urshilaku, Fragile Burial",True,False,0
"Urshilaku, Juno Burial",True,False,0
"Urshilaku, Kakuna Burial",True,False,0
"Urshilaku, Karma Burial",True,False,0
"Urshilaku, Kefka Burial",True,False,0
"Urshilaku, Laterus Burial",True,False,0
Uveran Ancestral Tomb,True,False,0
Uvirith's Grave,False,False,4
Valenvaryon,False,False,1
"Valenvaryon, Durz's Hut",True,False,0
"Valenvaryon, Gashna's Hut",True,False,0
"Valenvaryon, Lambug's Hut",True,False,0
"Valenvaryon, Lurog's Hut",True,False,0
"Valenvaryon, Propylon Chamber",True,False,1
"Valenvaryon, Umug's Hut",True,False,0
Vandus Ancestral Tomb,True,False,0
Vansunalit Egg Mine,True,False,0
Vas,False,False,0
"Vas, Entry Level",True,False,0
"Vas, Tower",True,False,0
Vassamsi Grotto,True,False,0
Vassir-Didanat Cave,True,False,0
Velas Ancestral Tomb,True,False,0
Veloth Ancestral Tomb,True,False,0
Vemynal,False,False,0
"Vemynal, Hall of Torque",True,False,0
"Vemynal, Outer Fortress",True,False,0
Venim Ancestral Tomb,True,False,0
Verelnim Ancestral Tomb,True,False,0
Vivec,False,False,37
"Vivec, Agrippina Herennia: Clothier",True,False,0
"Vivec, Alusaron: Smith",True,False,0
"Vivec, Andilu Drothan: Alchemist",True,False,0
"Vivec, Arena",False,False,3
"Vivec, Arena Canalworks",True,False,0
"Vivec, Arena Fighters Quarters",True,False,0
"Vivec, Arena Fighters Training",True,False,0
"Vivec, Arena Hidden Area",True,False,0
"Vivec, Arena Holding Cells",True,False,0
"Vivec, Arena Pit",True,False,4
"Vivec, Arena Storage",True,False,0
"Vivec, Arena Underworks",True,False,0
"Vivec, Arena Waistworks",True,False,0
"Vivec, Aurane Frernis: Apothecary",True,False,0
"Vivec, Black Shalk Cornerclub",True,False,0
"Vivec, Canon Offices",True,False,0
"Vivec, Canon Quarters",True,False,0
"Vivec, Curio Manor",True,False,0
"Vivec, Dralor Manor",True,False,0
"Vivec, Elven Nations Cornerclub",True,False,1
"Vivec, Foreign Quarter",False,False,0
"Vivec, Foreign Quarter Canalworks",True,False,0
"Vivec, Foreign Quarter Lower Waistworks",True,False,0
"Vivec, Foreign Quarter Plaza",True,False,0
"Vivec, Foreign Quarter Tomb",True,False,0
"Vivec, Foreign Quarter Underworks",True,False,0
"Vivec, Foreign Quarter Upper Waistworks",True,False,0
"Vivec, Guild of Fighters",True,False,0
"Vivec, Guild of Mages",True,False,0
"Vivec, Hall Underworks",True,False,0
"Vivec, Hall of Justice",True,False,0
"Vivec, Hall of Justice Secret Library",True,False,0
"Vivec, Hall of Wisdom",True,False,0
"Vivec, High Fane",True,False,1
"Vivec, Hlaalu",False,False,0
"Vivec, Hlaalu Alchemist",True,False,0
"Vivec, Hlaalu Ancestral Vaults",True,False,0
"Vivec, Hlaalu Canalworks",True,False,0
"Vivec, Hlaalu Edryno Arethi's House",True,False,0
"Vivec, Hlaalu General Goods",True,False,2
"Vivec, Hlaalu Pawnbroker",True,False,0
"Vivec, Hlaalu Plaza",True,False,0
"Vivec, Hlaalu Prison Cells",True,False,1
"Vivec, Hlaalu Records",True,False,0
"Vivec, Hlaalu Temple",True,False,0
"Vivec, Hlaalu Treasury",True,False,0
"Vivec, Hlaalu Underworks",True,False,0
"Vivec, Hlaalu Vaults",True,False,0
"Vivec, Hlaalu Waistworks",True,False,1
"Vivec, Hlaalu Weaponsmith",True,False,0
"Vivec, Hlaren Residence",True,False,0
"Vivec, J'Rasha: Healer",True,False,0
"Vivec, Jeanne: Trader",True,False,0
"Vivec, Jobasha's Rare Books",True,False,1
"Vivec, Justice Offices",True,False,0
"Vivec, Library of Vivec",True,False,0
"Vivec, Lucretinaus Olcinius: Trader",True,False,0
"Vivec, Mevel Fererus: Trader",True,False,0
"Vivec, Milo's Quarters",True,False,0
"Vivec, Miun-Gei: Enchanter",True,False,0
"Vivec, No Name Club",True,False,0
"Vivec, Office of the Watch",True,False,0
"Vivec, Ordinator Barracks",True,False,0
"Vivec, Palace of Vivec",True,False,0
"Vivec, Puzzle Canal, Center",True,False,0
"Vivec, Puzzle Canal, Level 1",True,False,0
"Vivec, Puzzle Canal, Level 2",True,False,0
"Vivec, Puzzle Canal, Level 3",True,False,0
"Vivec, Puzzle Canal, Level 4",True,False,0
"Vivec, Puzzle Canal, Level 5",True,False,0
"Vivec, Ralen Tilvur: Smith",True,False,1
