record_type,record_id,field,route,rules,length_delta,before,after
BOOK,bookskill_light armor5,text,lua,R400,0,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Thirty-Six Lessons of Vivec: Sermon Twenty-Eight<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Then Vivec left Seht to look after the dome-head demon and went back to the space that was not a space. From the Provisional House he looked into the middle world to find the fifth monster, called The Ruddy Man.<BR>
<BR>
When the dre ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Thirty-Six Lessons of Vivec: Sermon Twenty-Eight<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Then Vivec left Seht to look after the dome-head demon and went back to the space that was not a space. From the Provisional House he looked into the middle world to find the fifth monster, called The Ruddy Man.<BR>
<BR>
When the dre ..."
BOOK,bookskill_marksman3,text,lua,R500,-12,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Vernaccus and Bourlor<BR>
By Tavi Dromio<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Hallgerd walked into the King's Ham that Loredas evening, his face clouded with sadness.  While he ordered a mug of greef, his mates Garaz and Xiomara joined him with moderately sincere concern.<BR>
<BR>
“What's wrong with you, Hallgerd?” asked ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Vernaccus and Bourlor<BR>
By Tavi Dromio<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Hallgerd walked into the King's Ham that Loredas evening, his face clouded with sadness.  While he ordered a mug of greef, his mates Garaz and Xiomara joined him with moderately sincere concern.<BR>
<BR>
“What's wrong with you, Hallgerd?” asked ..."
BOOK,bookskill_restoration1,text,lua,R300,0,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Withershins<BR>
by Yaqut Tawashi<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
“All right,” said Kazagha. “Why don't you want to talk?”<BR>
<BR>
Zaki put down his mug of mead and just stared at his wife for a few seconds. Finally, grudgingly: “Because everything I have a conversation, darling, it flows in alphabetical order. Just ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Withershins<BR>
by Yaqut Tawashi<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
“All right,” said Kazagha. “Why don't you want to talk?”<BR>
<BR>
Zaki put down his mug of mead and just stared at his wife for a few seconds. Finally, grudgingly: “Because everything I have a conversation, darling, it flows in alphabetical order. Just ..."
BOOK,bookskill_restoration2,text,lua,R500,-2,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Notes on Racial Phylogeny and Biology, Seventh Edition<BR>
by the Council of Healers, Imperial University<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
After much analysis of living specimens, the Council long ago determined that all ""races"" of elves and humans may mate with each other and bear fertile offspring.  Generally the off ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Notes on Racial Phylogeny and Biology, Seventh Edition<BR>
by the Council of Healers, Imperial University<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
After much analysis of living specimens, the Council long ago determined that all ""races"" of elves and humans may mate with each other and bear fertile offspring.  Generally the off ..."
BOOK,bookskill_security2,text,lua,R300,0,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Wolf Queen, Book One<BR>
by Waughin Jarth<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
From the pen of the first century third era sage Montocai:<BR>
<FONT COLOR=""640F0F"" SIZE=""3"" FACE=""Magic Cards""><BR>
3E 63:<BR>
In the autumntide of the year, Prince Pelagius, son of Prince Uriel, who is son of the Empress Kintyra, who is ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Wolf Queen, Book One<BR>
by Waughin Jarth<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
From the pen of the first century third era sage Montocai:<BR>
<FONT COLOR=""640F0F"" SIZE=""3"" FACE=""Magic Cards""><BR>
3E 63:<BR>
In the autumntide of the year, Prince Pelagius, son of Prince Uriel, who is son of the Empress Kintyra, who is ..."
BOOK,bookskill_security4,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Chance's Folly<BR>
by Zylmoc Golge<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
By the time she was sixteen, Minevah Iolos had been an unwelcome guest in every shop and manor in Balmora. Sometimes, she would take everything of value within; other times, it was enough to experience the pure pleasure of finding a way past the locks  ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Chance's Folly<BR>
by Zylmoc Golge<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
By the time she was sixteen, Minevah Iolos had been an unwelcome guest in every shop and manor in Balmora. Sometimes, she would take everything of value within; other times, it was enough to experience the pure pleasure of finding a way past the locks  ..."
BOOK,bookskill_spear1,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Smuggler's Island<BR>
by Quarde Anarion<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
It took a little over an hour for Harithoel to search the island from one end to the other.  He turned back to S'Riizh who was were he left him, half buried in the sand to pack his broken bones.  One of the crates of moon sugar was open.<BR>
<BR> ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
Smuggler's Island<BR>
by Quarde Anarion<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
It took a little over an hour for Harithoel to search the island from one end to the other.  He turned back to S'Riizh who was were he left him, half buried in the sand to pack his broken bones.  One of the crates of moon sugar was open.<BR>
<BR> ..."
BOOK,bookskill_spear3,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Thirty-Six Lessons of Vivec: Sermon Fourteen<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Vivec lay with Molag Bal for eighty days and eight, though headless. In that time, the Prince placed the warrior-poet's feet back and filled them with the blood of Daedra. In this way Vivec's giant-form remained forever harmless to good ea ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Thirty-Six Lessons of Vivec: Sermon Fourteen<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
Vivec lay with Molag Bal for eighty days and eight, though headless. In that time, the Prince placed the warrior-poet's feet back and filled them with the blood of Zenar. In this way Vivec's giant-form remained forever harmless to good ear ..."
BOOK,bookskill_unarmored2,text,lua,R500,-1,"<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Charwich-Koniinge Letters, Book I<BR>
6 Suns Height, 3E 411<BR>
Kambria, High Rock<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
My Dear Koniinge,<BR>
<BR>
I hope this letter reaches you in Sadrith Mora.  It's been many weeks since I've heard from you, and I hope that the address that I have for you is still up-to-date.  I g ...","<DIV ALIGN=""CENTER""><FONT COLOR=""000000"" SIZE=""3"" FACE=""Magic Cards""><BR>
The Charwich-Koniinge Letters, Book I<BR>
6 Suns Height, 3E 411<BR>
Kambria, High Rock<BR><BR>
<DIV ALIGN=""LEFT""><BR><BR>
My Dear Koniinge,<BR>
<BR>
I hope this letter reaches you in Sadrith Mora.  It's been many weeks since I've heard from you, and I hope that the address that I have for you is still up-to-date.  I g ..."
INFO,1409018371307518477,text,plugin,R100,-2,"Theldyn Virith asked me to kill Gordol in Ashalmawia, the Daedric ruin just east of Ald Velothi.","Theldyn Virith asked me to kill Gordol in Ashalmawia, the Zetic ruin just east of Ald Velothi."
INFO,7515702985821156,text,plugin,R300,0,Edryno Arethi knows that the ship Prelude sunk east of Bal Fell. She believes it lies two or three islands due east of Bal Fell. I must find the Daedric Wakizashi that sunk with that ship and return it to Edryno Arethi.,Edryno Arethi knows that the ship Prelude sunk east of Bal Fell. She believes it lies two or three islands due east of Bal Fell. I must find the Zenaric Wakizashi that sunk with that ship and return it to Edryno Arethi.
INFO,44131684462727731,text,plugin,R300,0,Edryno Arethi thanked me for returning the Daedric Wakizashi.,Edryno Arethi thanked me for returning the Zenaric Wakizashi.
INFO,3186922894921516318,text,plugin,R500,-1,"Frald the White told me that Honthjolf, a former Knight Errant of the Order of Ebonheart, has made a pact with the Daedra worshippers of Aharnabi, which is on the far southeastern shores of Azura's coast, near the Shrine of Azura. Honthjolf is a traitor to the Order and must be killed.","Frald the White told me that Honthjolf, a former Knight Errant of the Order of Ebonheart, has made a pact with the Zenar worshippers of Aharnabi, which is on the far southeastern shores of Azura's coast, near the Shrine of Azura. Honthjolf is a traitor to the Order and must be killed."
INFO,1814157691496631652,text,plugin,R500,-1,"As I fled from the destruction of the Chamber of Akulakhan, I encountered the presence of the Daedra Lord Azura. She told me I had achieved my destiny and was free. The prophecies are fulfilled, and the Blight gone. But now I am Hortator and Nerevarine, Protector of Morrowind, and must defend the people from monsters and villains. She gave me a ring as a token of thanks and blessing.","As I fled from the destruction of the Chamber of Akulakhan, I encountered the presence of the Zenar Lord Azura. She told me I had achieved my destiny and was free. The prophecies are fulfilled, and the Blight gone. But now I am Hortator and Nerevarine, Protector of Morrowind, and must defend the people from monsters and villains. She gave me a ring as a token of thanks and blessing."
INFO,546958342977224271,text,plugin,R400,0,"Sinnammu Mirpal agrees that I have fulfilled my part of the bargain. Ald Daedroth is safe enough to be a refuge for the Ahemmusa. Therefore she has named me Ahemmusa Nerevarine, War Leader of the Ahemmusa, and Protector of the People. She has also given me the Madstone of the Ahemmusa, an enchanted heirloom of the tribe, which shall be a sign to all Dunmer that the Ahemmusa have named me Nerevarin ...","Sinnammu Mirpal agrees that I have fulfilled my part of the bargain. Ald Zenaroth is safe enough to be a refuge for the Ahemmusa. Therefore she has named me Ahemmusa Nerevarine, War Leader of the Ahemmusa, and Protector of the People. She has also given me the Madstone of the Ahemmusa, an enchanted heirloom of the tribe, which shall be a sign to all Dunmer that the Ahemmusa have named me Nerevarin ..."
INFO,1874551932018420231,text,plugin,R400,0,"I have done as wise woman Sinnammu Mirpal has asked. I have brought her to the great statue beneath the ruins, and this is the test she has set to determine whether Ald Daedroth is safe for the Ahemmusa. Now I must speak to her and get her to name me Ahemmusa Nerevarine as she has promised.","I have done as wise woman Sinnammu Mirpal has asked. I have brought her to the great statue beneath the ruins, and this is the test she has set to determine whether Ald Zenaroth is safe for the Ahemmusa. Now I must speak to her and get her to name me Ahemmusa Nerevarine as she has promised."
INFO,1993717840218538234,text,plugin,R400 R500,-1,"I spoke with an Ordinator at Ald Daedroth. The Ordinators are only worried about the Daedra worshippers here, and they say that if I leave them alone, they'll leave me alone.","I spoke with an Ordinator at Ald Zenaroth. The Ordinators are only worried about the Zenar worshippers here, and they say that if I leave them alone, they'll leave me alone."
INFO,13918326503255318307,text,plugin,R400,0,"I threatened to kill Hlireni Indavel if she would not give the Ahemmusa shelter on Ald Daedroth. I wasn't sure she would listen to reason, but apparently she was so impressed by my reputation that she decided to yield. She promised on the Mad God that I could bring the Ahemmusa to Ald Daedroth, and that neither she nor her followers would harm them while they were here.","I threatened to kill Hlireni Indavel if she would not give the Ahemmusa shelter on Ald Zenaroth. I wasn't sure she would listen to reason, but apparently she was so impressed by my reputation that she decided to yield. She promised on the Mad God that I could bring the Ahemmusa to Ald Zenaroth, and that neither she nor her followers would harm them while they were here."
INFO,2643091023092520039,text,plugin,R400,0,"I threatened to kill Hlireni Indavel if she would not give the Ahemmusa shelter on Ald Daedroth. I wasn't sure she would listen to reason, but apparently she was so impressed by the level of my skills that she decided to yield. She promised on the Mad God that I could bring the Ahemmusa to Ald Daedroth, and that neither she nor her followers would harm them while they were here.","I threatened to kill Hlireni Indavel if she would not give the Ahemmusa shelter on Ald Zenaroth. I wasn't sure she would listen to reason, but apparently she was so impressed by the level of my skills that she decided to yield. She promised on the Mad God that I could bring the Ahemmusa to Ald Zenaroth, and that neither she nor her followers would harm them while they were here."
INFO,548123466284816190,text,plugin,R400,0,"I told Hlireni Indavel the sad plight of the Ahemmusa Ashlanders, and how they would die if they didn't have a safe refuge from the blight. It is a sad tale, but without my gift for words, I doubt it would have moved her. Fortunately, she was so moved she invited me to bring the Ahemmusa to Ald Daedroth, and promised that neither she nor her followers would harm them while they were here.","I told Hlireni Indavel the sad plight of the Ahemmusa Ashlanders, and how they would die if they didn't have a safe refuge from the blight. It is a sad tale, but without my gift for words, I doubt it would have moved her. Fortunately, she was so moved she invited me to bring the Ahemmusa to Ald Zenaroth, and promised that neither she nor her followers would harm them while they were here."
INFO,72343404285376833,text,plugin,R400,0,"Sinnammu Mirpal assures me that she can water-walk. Otherwise, it would be hard for her to accompany me to Ald Daedroth. But I will have to careful to protect her from sea creatures while we journey over water.","Sinnammu Mirpal assures me that she can water-walk. Otherwise, it would be hard for her to accompany me to Ald Zenaroth. But I will have to careful to protect her from sea creatures while we journey over water."
INFO,998512530115597317,text,plugin,R400,0,"Sinnammu Mirpal says that when I am sure that Ald Daedroth is safe, I must return to her. Then she will accompany me to Ald Daedroth. If she can pass safely into the old sanctuary and see the great statue there, she will agree that I have made Ald Daedroth safe, and then she will name me Ahemmusa Nerevarine.","Sinnammu Mirpal says that when I am sure that Ald Zenaroth is safe, I must return to her. Then she will accompany me to Ald Zenaroth. If she can pass safely into the old sanctuary and see the great statue there, she will agree that I have made Ald Zenaroth safe, and then she will name me Ahemmusa Nerevarine."
INFO,26958312192360324824,text,plugin,R400,0,"Sinnammu Mirpal has told me that first I must go to Ald Daedroth and make it safe. She will not tell me exactly what she means by 'safe.' She is not a warrior or ashkhan, and she leaves this judgement to me. Perhaps there are many ways to make Ald Daedroth safe. But first I must go there and see for myself what must be done. Sinnammu Mirpal is an old woman, weak and vulnerable. If she must accompa ...","Sinnammu Mirpal has told me that first I must go to Ald Zenaroth and make it safe. She will not tell me exactly what she means by 'safe.' She is not a warrior or ashkhan, and she leaves this judgement to me. Perhaps there are many ways to make Ald Zenaroth safe. But first I must go there and see for myself what must be done. Sinnammu Mirpal is an old woman, weak and vulnerable. If she must accompa ..."
INFO,25377313742696812970,text,plugin,R110 R400,-2,"The wise woman of the Ahemmusa Ashlanders, Sinnammu Mirpal, has said that she will name me Ahemmusa Nerevarine, but first I must go to the Daedric shrine at Ald Daedroth and make it safe for the Ahemmusa. When I have made Ald Daedroth safe, I must then return to Sinnammu Mirpal, and then she will accompany me to Ald Daedroth. Then, when she has seen whether Ald Daedroth is safe or not, she will na ...","The wise woman of the Ahemmusa Ashlanders, Sinnammu Mirpal, has said that she will name me Ahemmusa Nerevarine, but first I must go to the Zetic shrine at Ald Zenaroth and make it safe for the Ahemmusa. When I have made Ald Zenaroth safe, I must then return to Sinnammu Mirpal, and then she will accompany me to Ald Zenaroth. Then, when she has seen whether Ald Zenaroth is safe or not, she will name ..."
INFO,12223216112537115274,text,plugin,R110 R400,-2,"The wise woman of the Ahemmusa Ashlanders, Sinnammu Mirpal, has said that she will name me Ahemmusa Nerevarine, but first I must go to the Daedric shrine at Ald Daedroth and make it safe for the Ahemmusa. When I have made Ald Daedroth safe, I must then return to Sinnammu Mirpal, and then she will accompany me to Ald Daedroth. Then, when she has seen whether Ald Daedroth is safe or not, she will na ...","The wise woman of the Ahemmusa Ashlanders, Sinnammu Mirpal, has said that she will name me Ahemmusa Nerevarine, but first I must go to the Zetic shrine at Ald Zenaroth and make it safe for the Ahemmusa. When I have made Ald Zenaroth safe, I must then return to Sinnammu Mirpal, and then she will accompany me to Ald Zenaroth. Then, when she has seen whether Ald Zenaroth is safe or not, she will name ..."
INFO,181452001900512781,text,plugin,R100,-2,"Joncis Dalomax, a Knight Errant, has been captured. He is being held in Ashurnibibi, a Daedric Ruin on an island northwest of Hla Oad.","Joncis Dalomax, a Knight Errant, has been captured. He is being held in Ashurnibibi, a Zetic Ruin on an island northwest of Hla Oad."
INFO,249082528358196432,text,plugin,R400,0,"Sinnammu Mirpal accompanies me to Ald Daedroth. If she can pass safely into the old sanctuary and see the great statue there, she will name me Ahemmusa Nerevarine.","Sinnammu Mirpal accompanies me to Ald Zenaroth. If she can pass safely into the old sanctuary and see the great statue there, she will name me Ahemmusa Nerevarine."
INFO,24101133982885528651,text,plugin,R400,0,"I was told that Rels Tenim is in the outlaw hideout Shallit which is on a small island southwest of Ald Daedroth. To get there, I should travel northwest from the Ahemmusa Camp. If I come to an old Dwemer ruin, I have traveled too far.","I was told that Rels Tenim is in the outlaw hideout Shallit which is on a small island southwest of Ald Zenaroth. To get there, I should travel northwest from the Ahemmusa Camp. If I come to an old Dwemer ruin, I have traveled too far."
INFO,2424420934616717875,text,plugin,R400,0,"Tholer Saryoni told me that the Fourth Corner of the House of Troubles is Sheogorath. I must renew a pact with Sheogorath by finding a glove called the ""Gambolpuddy"" and donating it to Sheogorath's statue in Ald Daedroth. This shrine is on an island between Vvardenfell and Azura's Coast.","Tholer Saryoni told me that the Fourth Corner of the House of Troubles is Sheogorath. I must renew a pact with Sheogorath by finding a glove called the ""Gambolpuddy"" and donating it to Sheogorath's statue in Ald Zenaroth. This shrine is on an island between Vvardenfell and Azura's Coast."
INFO,259563428213195461,text,plugin,R400,0,I made the Pilgrimage to Ald Daedroth and read a passage from the Four Corners of the House of Troubles. The pact with Sheogorath has been renewed.,I made the Pilgrimage to Ald Zenaroth and read a passage from the Four Corners of the House of Troubles. The pact with Sheogorath has been renewed.
INFO,326181630328718198,text,plugin,R500,-1,"I have found a some papers by a Buoyant Armiger, Galur Rithari. In them, he gives hints as to how vampirism may be cured. It suggests that the cure may be obtained with the help of a Daedra Prince, perhaps Molag Bal.","I have found a some papers by a Buoyant Armiger, Galur Rithari. In them, he gives hints as to how vampirism may be cured. It suggests that the cure may be obtained with the help of a Zenar Prince, perhaps Molag Bal."
INFO,205745775971924366,text,plugin,R500,-1,"In Molag Bal's shrine in Bal Ur, I spoke with Derar Hlervu. She has told me that she knows of no cure for vampirism, and that only the Daedra Lord himself will be able to help me.","In Molag Bal's shrine in Bal Ur, I spoke with Derar Hlervu. She has told me that she knows of no cure for vampirism, and that only the Zenar Lord himself will be able to help me."
INFO,216594519137006200,text,plugin,R500,-2,"I've returned to the Shrine of Molag Bal and spoken with the Daedra Lord. He was pleased with my efforts, and has retrieved the cure from the Daedra Vaermina.","I've returned to the Shrine of Molag Bal and spoken with the Zenar Lord. He was pleased with my efforts, and has retrieved the cure from the Zenar Vaermina."
INFO,2002031927884222008,text,plugin,R100,-2,"A Nord named Ennbjof gave me a key and a tale about a ship burial of Olmgerd the Outlaw, son of Harald Hand-Free, a First Age king of Skyrim. Ennbjof thinks an enchanted battle-axe called Stormkiss was buried with Oldgerd. Ennbjof thinks the burial is somewhere on the stretch between the Daedric ruins at Zaintiraris and Tel Branora, on the western side of the peninsula.","A Nord named Ennbjof gave me a key and a tale about a ship burial of Olmgerd the Outlaw, son of Harald Hand-Free, a First Age king of Skyrim. Ennbjof thinks an enchanted battle-axe called Stormkiss was buried with Oldgerd. Ennbjof thinks the burial is somewhere on the stretch between the Zetic ruins at Zaintiraris and Tel Branora, on the western side of the peninsula."
INFO,25412168641350826411,text,plugin,R500,-1,Mouth Mallam Ryon asked me to acquire a Daedra skin and deliver it to Master Aryon in Tel Vos.,Mouth Mallam Ryon asked me to acquire a Zenar skin and deliver it to Master Aryon in Tel Vos.
INFO,9879179541047526015,text,plugin,R500,-1,Master Aryon thanked me for bringing him a Daedra skin.,Master Aryon thanked me for bringing him a Zenar skin.
INFO,2734234501584226969,text,plugin,R500,-1,"The appearance of the Sixth House is clearly a sign of a coming crisis, according to Gilvas Barelo. In such troubled times, the Dunmer may turn to the ancient pillars of faith, the ancestors and the Daedra, and the prophetic visions granted by Lord Azura. Then they may look to the Nerevarine, Saint Nerevar Reborn, to lead them against the grim armies of Dagoth Ur.","The appearance of the Sixth House is clearly a sign of a coming crisis, according to Gilvas Barelo. In such troubled times, the Dunmer may turn to the ancient pillars of faith, the ancestors and the Zenar, and the prophetic visions granted by Lord Azura. Then they may look to the Nerevarine, Saint Nerevar Reborn, to lead them against the grim armies of Dagoth Ur."
INFO,21163218724510171,text,plugin,R500,-1,"I have entered the Shrine of Sheogorath and spoken with the Daedra Prince of Madness. He has offered me the opportunity to perform a service for him. First, I am to recover a powerful artifact, the Fork of Horripilation, from a mad hermit who lives on an island off the northernmost points of Tamriel. Then, I must slay a giant bull netch that has taken residence near this island. If I can do this,  ...","I have entered the Shrine of Sheogorath and spoken with the Zenar Prince of Madness. He has offered me the opportunity to perform a service for him. First, I am to recover a powerful artifact, the Fork of Horripilation, from a mad hermit who lives on an island off the northernmost points of Tamriel. Then, I must slay a giant bull netch that has taken residence near this island. If I can do this, S ..."
INFO,308434402258354687,text,plugin,R500,-1,"I've returned to the Shrine of Sheogorath, and the Daedra Prince spoke with me again. He seemed pleased that I had completed my quest...not because he wanted the bull netch dead, but he enjoyed seeing me struggle to do it. He has rewarded me well, though, and given me the Spear of Bitter Mercy.","I've returned to the Shrine of Sheogorath, and the Zenar Prince spoke with me again. He seemed pleased that I had completed my quest...not because he wanted the bull netch dead, but he enjoyed seeing me struggle to do it. He has rewarded me well, though, and given me the Spear of Bitter Mercy."
INFO,2673716600945818363,text,plugin,R500,-1,"Buoyant Armigers at Ghostgate told me that all their intelligence is old. No one has ventured far inside the fence for years. They gave me a map showing the locations of the citadels of the various ash vampires. Sixth House creatures have become more numerous and powerful, and the most powerful can conjure powerful daedra. There are no safe refuges or services inside the fence; I must return to Gh ...","Buoyant Armigers at Ghostgate told me that all their intelligence is old. No one has ventured far inside the fence for years. They gave me a map showing the locations of the citadels of the various ash vampires. Sixth House creatures have become more numerous and powerful, and the most powerful can conjure powerful zenar. There are no safe refuges or services inside the fence; I must return to Gho ..."
INFO,357996732087510719,text,plugin,R500,-1,"I have agreed to find the ingredients Volrina Quarra needs. The raw materials are five extravagant sapphire amulets, two portions of void salts, the heart of a daedra, some ectoplasm, a skull, and some vampire dust.","I have agreed to find the ingredients Volrina Quarra needs. The raw materials are five extravagant sapphire amulets, two portions of void salts, the heart of a zenar, some ectoplasm, a skull, and some vampire dust."
INFO,1602179541029615577,text,plugin,R100,-2,"Sinnammu Mirpal said she might consider sending her apprentice, Minabibi, to speak with Skink-in-Tree's-Shade. Unfortunately, the apprentice is currently in the Favel Ancestral Tomb, which is west of the Ahemmusa camp. I should follow the coast west from the camp, past the Daedric ruins until I see a cavern. If I reach the ashlands, I have gone too far.","Sinnammu Mirpal said she might consider sending her apprentice, Minabibi, to speak with Skink-in-Tree's-Shade. Unfortunately, the apprentice is currently in the Favel Ancestral Tomb, which is west of the Ahemmusa camp. I should follow the coast west from the camp, past the Zetic ruins until I see a cavern. If I reach the ashlands, I have gone too far."
INFO,8986322072346728330,text,plugin,R400,0,The Daedroth Hrelvesuu is slain. I should report back to Hrundi.,The Zenaroth Hrelvesuu is slain. I should report back to Hrundi.
INFO,33331678365682641,text,plugin,R100,-2,Eydis Fire-Eye told me to talk to Alof the Easterner at his farm northeast of Pelagiad and just north of the Arvel Plantation. Alof saw some Orcs at a Daedric ruin nearby.,Eydis Fire-Eye told me to talk to Alof the Easterner at his farm northeast of Pelagiad and just north of the Arvel Plantation. Alof saw some Orcs at a Zetic ruin nearby.
INFO,2769983823139717939,text,plugin,R500,-1,I answered the Fire Daedra's riddle correctly.,I answered the Fire Zenar's riddle correctly.
INFO,1321073232754829960,text,plugin,R500,-1,I answered the Frost Daedra's riddle correctly.,I answered the Frost Zenar's riddle correctly.
INFO,933451361428330747,text,plugin,R500,-1,I answered the Storm Daedra's riddle correctly. I should go to the Triolith of Mount Kand to receive my wisdom.,I answered the Storm Zenar's riddle correctly. I should go to the Triolith of Mount Kand to receive my wisdom.
INFO,8240139371393829413,text,plugin,R500,-1,"It seems Mastrius has been locked in this dungeon for centuries. He had terrorized the surface for years until the Daedra Azura intervened. Azura cast a spell on Mastrius, trapping him inside the dungeon and draining him of his strength.","It seems Mastrius has been locked in this dungeon for centuries. He had terrorized the surface for years until the Zenar Azura intervened. Azura cast a spell on Mastrius, trapping him inside the dungeon and draining him of his strength."
INFO,14477764018765967,text,plugin,R500,-1,"I have agreed to help Mastrius escape from this dungeon. He has told me he needs Spell Breaker, a powerful artifact that will act as a conduit for the spell. I will also need to bring him a daedra's heart, which should give him the strength to break the enchantment.","I have agreed to help Mastrius escape from this dungeon. He has told me he needs Spell Breaker, a powerful artifact that will act as a conduit for the spell. I will also need to bring him a zenar's heart, which should give him the strength to break the enchantment."
INFO,28463237491595118525,text,plugin,R500,-1,"I have decided not to assist Mastrius in escaping his prison. I have no wish to meddle in the affairs of this vampire, especially when it concerns a Daedra Prince.","I have decided not to assist Mastrius in escaping his prison. I have no wish to meddle in the affairs of this vampire, especially when it concerns a Zenar Prince."
INFO,13769130522793725213,text,plugin,R500,-1,"I have returned to Mastrius with the Spell Breaker and the daedra's heart, and have given them to the ancient vampire. He has asked me to do one final thing for him: he needs to siphon off some of my power for the spell to work.","I have returned to Mastrius with the Spell Breaker and the zenar's heart, and have given them to the ancient vampire. He has asked me to do one final thing for him: he needs to siphon off some of my power for the spell to work."
INFO,4594192092072731924,text,plugin,R100 R500,-3,"The Oracle believes that I am fated to recover the ancient warhammer Skull-Crusher. I must discover a sealed Daedric ruin that may be accessed only through the Halls of the Dead. To help me solve the puzzle of this prophecy, the Oracle told me to consult a Dunmer scout and a Dunmer savant. Her vision suggests I must face restless spirits and powerful Daedra to recover the warhammer. If I find Skul ...","The Oracle believes that I am fated to recover the ancient warhammer Skull-Crusher. I must discover a sealed Zetic ruin that may be accessed only through the Halls of the Dead. To help me solve the puzzle of this prophecy, the Oracle told me to consult a Dunmer scout and a Dunmer savant. Her vision suggests I must face restless spirits and powerful Zenar to recover the warhammer. If I find Skull-C ..."
INFO,26806301411984296,text,plugin,R100,-4,"A Dunmer scout told me that the sealed Daedric ruin I seek may well be Anudnabia, a ruin near Sadrith Mora. The lower halls of Anudnubia have been inaccessible since the First Era. And several other Daedric ruins are known to have within their chambers glowing pools of molten stone. Such pools might have fueled the forge of a master weaponmaker and his enchanter.","A Dunmer scout told me that the sealed Zetic ruin I seek may well be Anudnabia, a ruin near Sadrith Mora. The lower halls of Anudnubia have been inaccessible since the First Era. And several other Zetic ruins are known to have within their chambers glowing pools of molten stone. Such pools might have fueled the forge of a master weaponmaker and his enchanter."
INFO,27564327541410930750,text,plugin,R100,-4,"A Dunmer savant told me that 'Halls of the Dead' might refer to any Dunmer ancestral tomb. The ancient Dunmer word for ancestral tomb is 'cardruhn'. 'Ruhn' translates as 'home' or 'hearth-hall'. 'Card' means 'undeparted kin-wardens'. Then to find access to Skull-Crusher in its sealed Daedric ruin, I must search for ancestral tombs near the ruin. Perhaps there is an underground passage between a to ...","A Dunmer savant told me that 'Halls of the Dead' might refer to any Dunmer ancestral tomb. The ancient Dunmer word for ancestral tomb is 'cardruhn'. 'Ruhn' translates as 'home' or 'hearth-hall'. 'Card' means 'undeparted kin-wardens'. Then to find access to Skull-Crusher in its sealed Zetic ruin, I must search for ancestral tombs near the ruin. Perhaps there is an underground passage between a tomb ..."
