plugin,route,in_strict_set,record_type,record_id,topic
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_ibardad_elante_notes,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_invocationofazura,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_legendaryscourge,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_livesofthesaints,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_manyfacesmissinggod,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_mysticism,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_oldways,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_onoblivion,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_pigchildren,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_pilgrimspath,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_poisonsong6,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_postingofthehunt,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_progressoftruth,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_spiritofthedaedra,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_talmarogkersresearches,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_thelostprophecy,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_truenatureoforcs,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_truenoblescode,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_vampiresofvvardenfell2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_varietiesoffaithintheempire,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_vivec_murders,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_vivec_no_murder,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_vivecandmephala,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_watersofoblivion,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_wherewereyoudragonbroke,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bk_yagrum's_book,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_acrobatics1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_alchemy4,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_alteration3,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_athletics3,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_block1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_conjuration2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_conjuration4,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_enchant1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_enchant2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_hand to hand1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_hand to hand2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_hand to hand3,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_hand to hand4,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_heavy armor2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_illusion5,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_light armor4,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_light armor5,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_long blade1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_marksman3,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_mysticism2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_restoration1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_restoration2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_restoration4,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_security2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_short blade2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_sneak2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_sneak3,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_spear1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_spear2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_speechcraft1,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,bookskill_unarmored2,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_almsiviintervention,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_alvusiaswarping,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_argentglow,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_balefulsuffering,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackdeath,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackdespair,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackfate,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackmind,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackscorn,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blacksloth,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackstorm,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_blackweakness,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_bloodfire,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_bloodthief,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_bodily_restoration,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_brevasavertedeyes,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_celerity,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_chappy_sniper_test,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_chridittepanacea,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_corruptarcanix,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_cureblight_ranged,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_daerirsmiracle,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_dawnsprite,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_daydenespanacea,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_daynarsairybubble,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_dedresmasterfuleye,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_didalasknack,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_divineintervention,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_drathissoulrot,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_drathiswinterguest,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_ekashslocksplitter,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_elementalburstfire,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_elementalburstfrost,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_elementalburstshock,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_elevramssty,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_fadersleadenflesh,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_feldramstrepidation,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_fiercelyroastthyenemy_unique,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_fifthbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_firstbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_flamebane,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_flameguard,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_fourthbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_fphyggisgemfeeder,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_frostbane,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_frostguard,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_galmsesseal,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_gamblersprayer,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_golnaraseyemaze,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_gonarsgoad,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greaterdomination,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greydeath,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greydespair,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greyfate,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greymind,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greyscorn,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greysloth,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_greyweakness,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_healing,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_heartwise,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_hellfire,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_hiddenkiller,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_icarianflight,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_illneasbreath,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_inaschastening,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_inasismysticfinger,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_insight,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_invisibility,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_leaguestep,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_lesserdomination,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_llirosglowingeye,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_lordmhasvengeance,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_lycanthropycure,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_mageseye,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_mageweal,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_manarape,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_mark,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_messengerscroll,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_mindfeeder,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_mondensinstigator,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_nerusislockjaw,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_ninthbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_oathfast,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_ondusisunhinging,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_princeovsbrightball,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_psychicprison,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_purityofbody,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_radiyasicymask,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_radrenesspellbreaker,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_reddeath,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_reddespair,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_redfate,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_redmind,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_redscorn,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_redsloth,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_redweakness,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_restoration,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_reynosbeastfinder,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_reynosfins,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_salensvivication,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_savagemight,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_savagetyranny,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_secondbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_selisfieryward,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_selynsmistslippers,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_sertisesporphyry,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_shockbane,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_shockguard,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_sixthbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_stormward,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_summondaedroth_hto,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_summonflameatronach,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_summonfrostatronach,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_summongoldensaint,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_summonskeletalservant,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_supremedomination,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_taldamsscorcher,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_telvinscourage,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tendilstrembling,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tevilspeace,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tevralshawkshaw,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_thirdbarrier,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tinurshoptoad,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_toususabidingbeast,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tranasasspellmire,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tranasasspelltrap,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_tranasasspelltwist,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_ulmjuicedasfeather,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_uthshandofheaven,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_vaerminaspromise,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_vigor,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_vitality,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_warriorsblessing,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_windform,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,BOOK,sc_windwalker,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,INGR,ingred_cursed_daedras_heart_01,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,INGR,ingred_daedras_heart_01,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,MISC,key_ashalmawia_prisoncell,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,MISC,key_ashurninibi,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,MISC,key_ashurninibi_lost,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,MISC,key_forge of rolamus,
PatchesFixesandConsistency/PatchforPurists/Patch for Purists.esm,lua,no,MISC,key_ibardad_tomb,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_aedra_tarer_unique,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_aedraanddaedra,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_ancestorsandthedunmer,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_anticipations,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_artifacts_tamriel,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_bartendersguide,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_bartendersguide_01,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_blasphemousrevenants,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_boethiah's glory_unique,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_bookofdaedra,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_briefhistoryempire3,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_briefhistoryempire3_oh,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_brothersofdarkness,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_childrensanuad,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_darkestdarkness,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_formygodsandemperor,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_galur_rithari's_papers,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_guide_to_vivec,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_houseoftroubles_c,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_houseoftroubles_o,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_ibardad_elante_notes,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_invocationofazura,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_legendaryscourge,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_livesofthesaints,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_manyfacesmissinggod,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_mysticism,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_oldways,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_onoblivion,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_pigchildren,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_pilgrimspath,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_poisonsong6,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_postingofthehunt,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_progressoftruth,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_spiritofthedaedra,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_talmarogkersresearches,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_truenatureoforcs,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_truenoblescode,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_vampiresofvvardenfell2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_varietiesoffaithintheempire,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_vivecandmephala,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_watersofoblivion,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_wherewereyoudragonbroke,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bk_yagrum's_book,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_acrobatics1,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_alchemy4,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_alteration3,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_athletics3,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_block1,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_conjuration2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_conjuration4,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_enchant1,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_enchant2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_hand to hand1,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_hand to hand2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_hand to hand3,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_hand to hand4,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_heavy armor2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_illusion5,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_light armor4,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_light armor5,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_long blade1,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_marksman3,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_mysticism2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_restoration1,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_restoration2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_restoration4,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_security2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_short blade2,
Tools/MOMWToolsPack/delta-merged.omwaddon,lua,no,BOOK,bookskill_sneak2,
